main_compounds_id,main_receptors_id,responsive,data_quality,sample_weight
141,591,0,ec50,1.0
141,1123,0,ec50,1.0
141,51,1,ec50,1.0
141,1147,0,ec50,1.0
141,1134,0,ec50,1.0
141,1146,0,ec50,1.0
141,1117,0,ec50,1.0
141,1136,0,ec50,1.0
141,1128,0,ec50,1.0
141,1112,0,ec50,1.0
141,1116,0,ec50,1.0
141,1129,0,ec50,1.0
141,1139,0,ec50,1.0
141,447,0,ec50,1.0
141,1143,0,ec50,1.0
141,1144,0,ec50,1.0
141,88,0,ec50,1.0
141,1110,0,ec50,1.0
141,1133,0,ec50,1.0
141,1141,0,ec50,1.0
141,1155,0,ec50,1.0
141,1107,0,ec50,1.0
141,111,1,ec50,1.0
141,25,0,ec50,1.0
141,1151,0,ec50,1.0
141,1127,0,ec50,1.0
141,1156,0,ec50,1.0
141,1118,0,ec50,1.0
141,1113,0,ec50,1.0
141,1157,0,ec50,1.0
141,1148,0,ec50,1.0
141,1138,0,ec50,1.0
141,323,0,ec50,1.0
141,1152,0,ec50,1.0
141,1142,0,ec50,1.0
141,1140,0,ec50,1.0
141,1126,0,ec50,1.0
141,1115,0,ec50,1.0
141,1111,0,ec50,1.0
141,1121,0,ec50,1.0
141,1131,0,ec50,1.0
141,1132,0,ec50,1.0
141,168,0,ec50,1.0
141,1135,0,ec50,1.0
141,1158,0,ec50,1.0
141,1119,0,ec50,1.0
141,1154,0,ec50,1.0
141,2,0,ec50,1.0
141,1130,0,ec50,1.0
141,1153,0,ec50,1.0
141,1150,0,ec50,1.0
141,962,0,ec50,1.0
141,1122,0,ec50,1.0
141,1120,0,ec50,1.0
141,1109,0,ec50,1.0
92,483,0,ec50,1.0
317,51,1,ec50,1.0
317,449,1,ec50,1.0
317,539,0,ec50,1.0
344,51,1,ec50,1.0
344,449,1,ec50,1.0
344,539,1,ec50,1.0
198,1124,0,ec50,1.0
198,120,0,ec50,1.0
198,1137,0,ec50,1.0
198,1125,0,ec50,1.0
198,1149,0,ec50,1.0
198,284,0,ec50,1.0
198,1145,0,ec50,1.0
198,1114,0,ec50,1.0
198,591,0,ec50,1.0
198,1123,0,ec50,1.0
198,1147,0,ec50,1.0
198,1134,0,ec50,1.0
198,1146,0,ec50,1.0
198,1117,0,ec50,1.0
198,1136,0,ec50,1.0
198,1128,0,ec50,1.0
198,1112,0,ec50,1.0
198,1116,0,ec50,1.0
198,1129,0,ec50,1.0
198,1139,1,ec50,1.0
198,447,0,ec50,1.0
198,1143,0,ec50,1.0
198,104,0,ec50,1.0
198,1144,0,ec50,1.0
198,88,0,ec50,1.0
198,1110,0,ec50,1.0
198,1133,0,ec50,1.0
198,1141,0,ec50,1.0
198,1155,1,ec50,1.0
198,1107,1,ec50,1.0
198,25,0,ec50,1.0
198,1151,0,ec50,1.0
198,1127,0,ec50,1.0
198,1156,0,ec50,1.0
198,1118,0,ec50,1.0
198,1113,0,ec50,1.0
198,1157,1,ec50,1.0
198,1148,0,ec50,1.0
198,1138,0,ec50,1.0
198,323,0,ec50,1.0
198,1152,1,ec50,1.0
198,1142,1,ec50,1.0
198,476,0,ec50,1.0
198,1140,0,ec50,1.0
198,1126,0,ec50,1.0
198,29,0,ec50,1.0
198,1115,0,ec50,1.0
198,125,0,ec50,1.0
198,912,1,ec50,1.0
198,1111,0,ec50,1.0
198,1121,0,ec50,1.0
198,1131,0,ec50,1.0
198,1132,0,ec50,1.0
198,168,0,ec50,1.0
198,1135,1,ec50,1.0
198,1158,0,ec50,1.0
198,1119,0,ec50,1.0
198,1154,0,ec50,1.0
198,2,0,ec50,1.0
198,1130,0,ec50,1.0
198,497,1,ec50,1.0
198,959,0,ec50,1.0
198,1153,1,ec50,1.0
198,1150,1,ec50,1.0
198,962,0,ec50,1.0
198,1122,0,ec50,1.0
198,1120,0,ec50,1.0
198,1109,0,ec50,1.0
667,103,1,ec50,1.0
667,47,0,ec50,1.0
667,727,0,ec50,1.0
667,7,1,ec50,1.0
569,51,1,ec50,1.0
569,29,1,ec50,1.0
30,1124,0,ec50,1.0
30,1137,0,ec50,1.0
30,1125,0,ec50,1.0
30,1149,0,ec50,1.0
